0,65,0,0
1,39,0,1
2,36,0,1
3,10,2,0
4,34,2,1
5,6,2,1
6,44,2,2
7,57,2,2
8,27,3,0
9,17,3,0
10,29,4,0
11,48,4,0
12,21,4,1
13,54,4,1
14,66,5,0
15,13,6,0
16,17,7,1
17,6,7,1
18,60,8,0
19,64,8,0
20,23,8,1
21,2,8,1
22,46,9,0
23,17,9,0
24,9,10,0
25,38,11,0
26,5,14,0
27,6,14,0
28,6,14,2
29,40,14,2
30,16,15,0
31,42,16,0
32,32,16,1
33,14,18,0
34,18,18,0
35,45,18,1
36,18,19,0
37,55,19,0
38,23,19,1
39,3,20,0
40,30,23,0
41,62,23,0
42,51,23,2
43,31,24,2
44,40,24,2
45,26,26,0
46,8,26,1
47,61,26,1
48,34,27,0
49,8,27,0
50,5,28,0
51,39,28,0
52,17,29,0
53,29,29,0
54,11,33,0
55,24,35,0
56,58,35,1
57,3,35,1
58,17,35,2
59,10,36,1
60,50,37,0
61,17,37,0
62,7,38,0
63,27,38,1
64,57,39,0
65,47,40,0
66,39,40,0
67,29,41,0
68,24,41,0
69,50,41,1
70,14,43,0
71,50,43,0
72,8,43,1
73,10,45,0
74,17,45,1
75,30,45,1
76,54,45,2
77,9,47,1
78,52,47,1
79,15,48,1
80,27,48,1
81,9,49,0
82,25,49,1
83,20,50,1
84,27,51,0
85,44,51,1
86,66,52,0
87,29,52,0
88,40,53,0
89,5,53,0
90,28,54,0
91,11,54,0
92,45,54,1
93,57,55,0
94,10,56,0
95,45,56,1
96,65,56,1
97,9,57,0
98,33,57,0
99,5,57,1
100,53,57,1
101,8,57,2
102,4,57,2
103,28,58,0
104,41,58,1
105,48,58,1
106,48,59,0
107,21,59,0
108,61,61,0
109,55,62,0
110,31,62,1
111,49,63,1
112,5,63,1
113,5,64,0
114,24,64,0
115,8,65,0
116,46,65,0
117,65,66,0
118,4,66,0
119,27,67,1
120,35,67,1
121,46,67,2
122,63,68,0
123,21,68,1
124,41,68,1
125,51,70,1
126,29,71,0
127,29,71,0
128,54,72,0
129,37,72,0
130,56,73,0
131,25,73,1
132,3,73,2
133,37,73,2
134,60,74,1
135,66,75,0
136,52,75,0
137,25,76,0
138,0,76,0
139,34,76,1
140,11,77,0
141,33,77,0
142,56,77,1
143,6,78,0
144,35,78,2
145,4,79,0
146,11,79,0
147,64,79,1
148,43,79,1
149,35,80,0
150,47,80,0
151,59,81,0
152,36,81,0
153,40,82,0
154,58,82,1
155,47,82,1
156,42,83,1
157,33,83,1
158,44,84,0
159,24,84,0
160,18,84,1
161,8,85,0
162,20,85,0
163,38,86,1
164,55,86,1
165,0,87,1
166,12,87,2
167,2,88,0
168,7,89,0
169,39,89,0
170,52,90,1
171,42,90,2
172,53,90,2
173,34,91,1
174,47,92,0
175,47,92,0
176,37,93,0
177,7,93,0
178,1,94,1
179,64,94,1
180,63,95,0
181,27,98,1
182,26,98,1
183,66,100,0
184,62,100,1
185,32,100,1
186,65,101,0
187,37,102,0
188,45,102,0
189,18,102,1
190,22,104,0
191,59,106,1
192,32,107,0
193,63,108,0
194,31,108,0
195,4,109,0
196,39,110,1
197,51,110,2
198,43,111,0
199,45,111,0
200,13,111,1
201,61,111,1
202,57,111,2
203,21,111,2
204,16,112,0
205,42,113,0
206,7,113,2
207,64,114,0
208,2,114,0
209,31,115,0
210,28,115,0
211,60,116,0
212,63,116,2
213,12,117,1
214,40,117,1
215,21,117,2
216,7,117,2
217,55,118,1
218,38,118,1
219,55,119,0
220,49,119,0
221,50,120,0
222,38,120,1
223,39,120,1
224,23,120,2
225,51,121,0
226,58,122,0
227,37,122,0
228,16,123,0
229,7,124,0
230,12,124,0
231,39,125,0
232,65,125,1
233,17,125,2
234,6,125,2
235,3,126,0
236,23,126,0
237,20,126,1
238,1,126,2
239,9,126,2
240,54,127,1
241,31,127,2
242,0,127,2
243,22,128,0
244,45,129,0
245,0,129,1
246,49,130,0
247,6,131,0
248,41,131,0
249,22,132,0
250,59,132,0
251,19,132,1
252,2,133,2
253,13,134,2
254,12,135,0
255,61,135,0
256,12,135,1
257,3,136,0
258,25,136,1
259,10,136,1
260,32,136,2
261,14,138,0
262,29,139,1
263,39,139,1
264,28,140,0
265,64,141,0
266,61,142,0
267,39,142,0
268,19,143,1
269,17,143,2
270,42,143,2
271,14,145,1
272,19,145,1
273,38,146,0
274,66,146,2
275,8,147,0
276,18,147,0
277,9,148,0
278,52,148,0
279,9,148,1
280,47,148,1
281,43,149,0
282,37,149,0
283,36,150,0
284,21,150,1
285,6,150,1
286,45,150,2
287,53,150,2
288,24,151,0
289,0,151,0
290,0,151,1
291,10,151,1
292,36,151,2
293,61,152,0
294,43,153,1
295,52,153,1
296,39,155,0
297,55,155,0
298,8,155,1
299,66,156,0
300,31,156,1
301,48,156,2
302,30,156,2
303,3,157,0
304,2,157,0
305,34,158,0
306,43,158,0
307,47,159,1
308,34,159,2
309,37,160,0
310,30,162,0
311,11,162,1
312,24,163,1
313,14,163,1
314,64,163,2
315,18,163,2
316,0,164,0
317,6,164,1
318,2,164,1
319,2,164,2
320,29,164,2
321,11,165,2
322,33,167,0
323,3,167,0
324,58,168,0
325,49,169,2
326,42,169,2
327,22,170,0
328,23,170,1
329,46,170,2
330,35,171,0
331,60,171,1
332,57,171,1
333,19,172,0
334,35,172,0
335,6,172,1
336,17,173,1
337,11,173,2
338,55,174,0
339,29,174,0
340,24,175,1
341,28,176,0
342,59,177,0
343,50,178,0
344,54,178,1
345,51,178,2
346,28,179,0
347,6,179,0
348,6,179,1
349,3,179,1
350,5,179,2
351,1,182,1
352,65,182,1
353,10,183,1
354,36,183,1
355,18,184,0
356,36,184,1
357,11,184,2
358,58,185,0
359,22,185,1
360,26,185,2
361,62,185,2
362,34,186,0
363,20,186,0
364,10,187,0
365,46,187,2
366,57,187,2
367,51,188,0
368,2,189,0
369,57,189,0
370,1,191,0
371,21,191,0
372,65,191,1
373,37,191,1
374,11,192,0
375,57,192,0
376,19,192,1
377,43,192,2
378,22,192,2
379,12,193,0
380,24,193,0
381,65,193,1
382,33,193,1
383,44,194,0
384,0,195,0
385,57,196,1
386,12,196,1
387,13,196,2
388,6,197,0
389,44,198,0
390,62,198,0
391,21,199,0
392,35,200,2
393,59,200,2
394,6,202,0
395,8,202,0
396,56,202,1
397,4,202,2
398,11,203,0
399,33,203,0
400,52,204,0
401,2,205,0
402,8,205,0
403,50,205,1
404,58,205,2
405,15,206,0
406,4,208,0
407,19,208,0
408,43,208,1
409,65,208,1
410,36,208,2
411,34,208,2
412,39,210,0
413,40,210,2
414,61,211,0
415,20,211,1
416,35,212,0
417,48,213,0
418,10,214,0
419,45,214,0
420,62,214,1
421,31,215,0
422,10,215,0
423,23,216,0
424,13,216,0
425,44,216,1
426,14,216,1
427,1,217,0
428,54,218,0
429,10,218,0
430,27,218,1
431,13,220,0
432,10,220,0
433,2,220,1
434,58,220,1
435,26,220,2
436,42,220,2
437,60,221,0
438,45,222,0
439,36,223,0
440,31,223,0
441,59,224,0
442,62,224,0
443,29,224,1
444,27,224,1
445,19,225,0
446,37,226,0
447,39,226,0
448,26,226,1
449,4,226,2
450,60,226,2
451,50,227,0
452,47,227,0
453,56,227,1
454,9,228,1
455,64,228,1
456,17,229,0
457,38,230,0
458,12,231,0
459,3,231,0
460,29,231,1
461,17,231,1
462,1,231,2
463,19,231,2
464,35,233,0
465,55,234,0
466,34,234,0
467,35,234,1
468,14,234,2
469,14,235,0
470,36,236,0
471,65,236,0
472,24,237,0
473,24,237,1
474,28,237,1
475,13,237,2
476,39,238,0
477,55,238,1
478,27,239,0
479,52,239,2
480,50,240,0
481,30,240,0
482,27,240,1
483,31,240,2
484,65,241,0
485,24,242,0
486,52,242,0
487,59,242,1
488,63,243,0
489,29,243,1
490,1,244,0
491,15,245,1
492,14,246,0
493,12,246,0
494,40,246,1
495,57,247,0
496,37,247,1
497,55,247,1
498,5,247,2
499,36,248,0
500,16,248,0
501,6,249,0
502,30,249,0
503,17,249,2
504,37,249,2
505,47,250,0
506,7,250,0
507,21,250,2
508,47,250,2
509,32,251,0
510,63,251,1
511,55,251,1
512,37,251,2
513,39,252,0
514,49,252,1
515,32,253,1
516,31,255,2
517,26,256,0
518,1,256,0
519,42,256,1
520,14,258,1
521,20,258,1
522,26,260,0
523,4,260,0
524,61,261,0
525,50,261,0
526,49,264,0
527,0,264,1
528,60,264,1
529,4,265,0
530,0,265,0
531,1,265,1
532,25,265,1
533,63,266,1
534,33,266,1
535,2,267,0
536,3,267,1
537,40,267,1
538,60,270,1
539,15,271,0
540,63,271,0
541,65,272,0
542,35,273,0
543,47,273,0
544,25,273,1
545,54,273,1
546,24,273,2
547,32,274,1
548,66,274,1
549,31,275,0
550,17,275,1
551,27,275,1
552,19,276,0
553,56,276,1
554,62,277,0
555,59,277,1
556,5,277,1
557,37,279,0
558,13,279,0
559,49,279,1
560,12,280,0
561,16,280,1
562,66,280,1
563,48,280,2
564,37,281,1
565,8,281,1
566,47,283,2
567,29,283,2
568,64,284,2
569,41,285,0
570,53,286,1
571,65,286,1
572,52,289,0
573,44,289,0
574,10,289,1
575,52,290,1
576,22,291,0
577,18,291,1
578,29,291,1
579,13,292,2
580,33,293,2
581,10,293,2
582,40,294,0
583,55,294,0
584,12,294,1
585,35,294,2
586,52,294,2
587,64,295,1
588,40,296,0
589,47,296,1
590,7,296,1
591,27,298,0
592,51,298,0
593,51,300,1
594,14,300,1
595,2,301,1
596,49,301,1
597,22,301,2
598,16,302,0
599,61,303,0
600,11,303,1
601,38,303,1
602,9,303,2
603,22,304,0
604,37,304,1
605,51,304,1
606,60,304,2
607,6,305,0
608,41,305,0
609,53,306,0
610,36,306,1
611,3,306,2
612,34,306,2
613,50,307,1
614,61,307,1
615,56,308,1
616,62,308,1
617,21,308,2
618,12,308,2
619,0,309,0
620,36,309,1
621,19,310,0
622,14,310,1
623,64,311,1
624,13,311,2
625,3,312,1
626,1,313,0
627,27,313,0
628,1,315,0
629,63,315,1
630,26,317,1
631,11,317,2
632,34,318,1
633,28,318,1
634,10,319,0
635,22,319,1
636,62,319,1
637,8,320,0
638,48,321,0
639,34,321,0
640,34,321,2
641,8,321,2
642,26,322,0
643,41,322,0
644,4,323,0
645,13,323,0
646,32,323,2
647,35,324,0
648,56,325,0
649,41,325,0
650,49,325,1
651,66,326,0
652,30,326,0
653,16,326,1
654,19,327,1
655,2,327,1
656,10,328,0
657,30,329,0
658,20,330,0
659,27,331,0
660,42,331,0
661,36,332,0
662,38,332,0
663,63,333,0
664,4,333,1
665,55,333,2
666,37,334,0
667,51,334,0
668,34,335,0
669,6,335,0
670,48,335,2
671,20,335,2
672,64,336,0
673,59,336,0
674,27,336,1
675,2,336,1
676,54,337,0
677,24,337,1
678,17,337,1
679,6,337,2
680,43,338,0
681,12,338,0
682,53,339,0
683,54,339,1
684,35,340,0
685,11,340,1
686,49,340,1
687,21,341,0
688,59,341,1
689,2,341,1
690,18,342,1
691,7,342,2
692,15,342,2
693,39,343,1
694,52,343,2
695,28,344,0
696,48,344,0
697,65,344,1
698,42,344,2
699,32,346,1
700,0,346,1
701,17,347,1
702,43,347,1
703,49,347,2
704,27,348,0
705,37,348,0
706,37,349,0
707,52,349,1
708,25,350,0
709,60,350,0
710,34,351,0
711,60,353,1
712,11,355,0
713,54,355,0
714,54,355,1
715,13,356,0
716,32,356,0
717,13,357,1
718,37,357,2
719,46,358,0
720,50,358,0
721,57,358,1
722,8,359,0
723,35,359,1
724,1,359,1
725,47,360,0
726,23,360,1
727,53,360,1
728,18,361,1
729,40,361,1
730,44,362,0
731,5,362,0
732,26,362,1
733,53,362,2
734,0,362,2
735,62,363,0
736,53,363,0
737,51,364,0
738,4,365,0
739,26,365,1
740,2,366,0
741,58,367,0
742,28,367,0
743,43,367,1
744,23,368,0
745,50,368,0
746,64,369,0
747,62,369,1
748,41,370,1
749,19,370,1
750,5,371,0
751,65,371,0
752,13,372,0
753,1,373,1
754,62,375,0
755,26,375,0
756,49,376,1
757,49,376,1
758,7,376,2
759,16,377,0
760,10,377,0
761,37,377,1
762,66,377,1
763,21,378,0
764,51,378,0
765,62,378,1
766,32,378,1
767,51,379,1
768,20,381,1
769,14,381,1
770,9,382,1
771,49,383,0
772,25,383,1
773,20,383,2
774,31,384,0
775,17,384,0
776,54,384,2
777,55,384,2
778,21,385,0
779,16,385,1
780,17,385,1
781,5,386,0
782,2,386,1
783,47,386,1
784,42,386,2
785,8,386,2
786,44,387,0
